University College,Major,,,,Year,Classification,Weight,Course Code-Sec.(-Lab),Credit,Course Title,Target,,,,Instructor,Time,Room,Ref,Exchange
International Campus(2019~),Foundation Education-Chaple,,,,0,Common Basic,1000,YCA1006-01-00   ,.5,CHAPEL(B) ,,,,,Kwak Hochul,,,"javascript:OpenList5(""H1"",""20202"",""30121"");, ⓔ①②⑬⒞",O
International Campus(2019~),General Education-Language and Expression,,,,,General Education,,YCF1603-03-00   ,3,SPANISH(1) ,,,,,Hilares Lidia Dorlisca,"Mon1,2,Wed2",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30127"");, ⓒ②⑦⑧⒝",O
International Campus(2019~),General Education-Language and Expression,,,,,General Education,,YCF1603-04-00   ,3,SPANISH(1) ,,,,,CHOI YOU-JEONG,"Tue7/Thu8,9",Realtime online lecture/ILHA403,"javascript:OpenList5(""H1"",""20202"",""30127"");, ⓒ⑦⑧⒝",O
International Campus(2019~),General Education-Language and Expression,,,,,General Education,,YCF1604-02-00   ,3,SPANISH(2) ,,,,,CHOI YOU-JEONG,Thu7,Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30127"");, ⓒ⑧⒝",O
International Campus(2019~),General Education-Language and Expression,,,,,General Education,,YCF1652-03-00   ,3,SIGN LANGUAGE ,,,,,NAM KIHUYN,"Thu5,6,7",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30127"");, ⓒ⒝",O
International Campus(2019~),General Education-Values and Ethics,,,,,General Education,,PHI1002-01-00   ,3,EAST-ASIAN VALUE AND PHILOSOPHY ,,,,,CHOI KYUNG SOON,"Wed5,6",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30128"");, ⓒ①④⒝",O
International Campus(2019~),General Education-Values and Ethics,,,,,General Education,,YCG1402-01-00   ,3,ETHICS OF CONSUMPTION ,,,,,Koh Ae Ran,"Tue8,9",IVHA105,"javascript:OpenList5(""H1"",""20202"",""30128"");, ⓒ⒝",O
International Campus(2019~),General Education-Values and Ethics,,,,,General Education,,YCG1801-01-00   ,3,LIFESPAN DEVELOPMENT AND THE SELF ,,,,,LEE JUNGYUN,Thu8,Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30128"");, ⓒ⒝",O
International Campus(2019~),General Education-Values and Ethics,,,,,General Education,,YCG1804-01-00   ,3,HUMAN EMOTIONS ,,,,,Yang Hyunjung,Wed3,Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30128"");, ⓒ⒝",O
International Campus(2019~),General Education-Values and Ethics,,,,,General Education,,YCG1853-02-00   ,3,HUMAN CIVILIZATION AND DISEASES ,,,,,Park Donha,"Mon3,4",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30128"");, ⓒ⑤⒝",O
International Campus(2019~),General Education-States and Societies,,,,,General Education,,EDU2002-01-00   ,3,EDUCATION FOR TOMORROW ,,,,,"Kim Hye-Sook/Lee Myung-Geun/Chang, Wonsup/LEE GUEMIN/Hwang Keumjoong/Pak Soon-Yong/Seo Young Seok/Hong Won Pyo/Kim Sung won/Oh Seok Young/Lee Moosung/Ryoo Ji Hoon","Fri6,7,8",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30129"");, ⓒ⑧⒝",O
International Campus(2019~),General Education-States and Societies,,,,,General Education,,SOC1002-01-00   ,3,UNDERSTANDING SOCIOLOGY ,,,,,Kim Jongwoo,"Mon2,3,Wed4",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30129"");, ⓒ①④⒝",O
International Campus(2019~),General Education-States and Societies,,,,,General Education,,SOC1004-01-00   ,3,CURRENCE OF MODERN SOCIAL THOUGHT ,,,,,BAEK KWANG RYEOL,"Thu2,3,4",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30129"");, ⓒ①④⒝",O
International Campus(2019~),General Education-States and Societies,,,,,General Education,,UCD1101-02-00   ,3,SOCIOLOGY IN CONTEMPORARY SOCIETY ,,,,,BAEK KWANG RYEOL,Thu7,Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30129"");, ⓒ⒝",O
International Campus(2019~),General Education-States and Societies,,,,,General Education,,UCD1105-02-00   ,3,CIVIL SOCIETY & VOLUNTARISM ,,,,,KIM TONGHOON,Tue8,Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30129"");, ⓒ⒝",O
International Campus(2019~),General Education-States and Societies,,,,,General Education,,YCH1601-01-00   ,3,BUYER'S MANUAL: INTRODUCTION TO LAW ON SALES ,,,,,Shin Jung Min,Fri3,Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30129"");, ⓒ⒝",O
International Campus(2019~),General Education-States and Societies,,,,,General Education,,YCH1602-01-00   ,3,INTRODUCTION TO CONSTITUTIONAL LAW ,,,,,KIM JEONG SOO,Thu7,Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30129"");, ⓒ⒝",O
International Campus(2019~),General Education-States and Societies,,,,,General Education,,YCH1605-01-00   ,3,START-UP204: SOCIAL CARRIER AND THE PROTECTION OF INTELLECTUAL PROPERTY RIGHTS ,,,,,Lee Il Ho,Mon8,Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30129"");, ⓒ⒝",O
International Campus(2019~),General Education-States and Societies,,,,,General Education,,YCH1999-01-00   ,3,GREAT BOOKS & DEBATE ,,,,,Kim Man Kwon,"Tue5,6,7",IVHA218,"javascript:OpenList5(""H1"",""20202"",""30129"");, ⓒ⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,ECO1001-04-00   ,3,INTRODUCTION TO ECONOMICS ,,,,,"Jeong, Kap-Young","Mon3,4",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, ⓒ⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,ECO1001-05-00   ,3,INTRODUCTION TO ECONOMICS ,,,,,LEE JAE HWANG,"Tue2,3",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, ⓒ⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,ECO1001-06-00   ,3,INTRODUCTION TO ECONOMICS ,,,,,Kim Yong Jin/LEE JONG HWA,Thu9,Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, 16ⓒ②⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,ECO1001-07-00   ,3,INTRODUCTION TO ECONOMICS ,,,,,BANG BYUNG KOOK,Tue4,Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, 16ⓒ②⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,ECO1002-02-00   ,3,FUNDAMENTALS OF ECONOMICS ,,,,,LEE JAE HWANG,"Tue5,6",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, ⓒ⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,ECO1002-03-00   ,3,FUNDAMENTALS OF ECONOMICS ,,,,,LEE CHANG SEON,"Thu1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, ⓒ⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,ECO1002-04-00   ,3,FUNDAMENTALS OF ECONOMICS ,,,,,LEE YONG HO,"Mon1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, ⓒ⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,ECO1002-05-00   ,3,FUNDAMENTALS OF ECONOMICS ,,,,,LEE YONG HO,"Mon5,6",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, ⓒ⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,UCD1103-01-00   ,3,MODERN SOCIETY AND ECONOMY ,,,,,JO HA-HYUN,,,"javascript:OpenList5(""H1"",""20202"",""30130"");, ⓔ⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,UCD1106-02-00   ,3,LAW IN MODERN SOCIETY ,,,,,Kim Gunhee,Wed8,Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, ⓒ⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,YCI1301-01-00   ,3,HUMAN RIGHTS AND COSMOPOLITANISM ,,,,,JANG DONG-JIN,"Tue4,Thu5,6",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, ⓒ②⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,YCI1901-01-00   ,3,UNDERSTANDING LAW OF THE GLOBAL SOCIETY ,,,,,Park deok young,Mon7,Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, ⓒ⒝",O
International Campus(2019~),General Education-Local and Global Communities,,,,,General Education,,YCI1999-01-00   ,3,GREAT BOOKS & DEBATE ,,,,,"Jeong, Kap-Young","Mon7,8",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30130"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1001-02-01   ,3,CALCULUS & VECTOR ANALYSIS(1) ,,,,,Song Hyunsun,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1001-02-02   ,3,CALCULUS & VECTOR ANALYSIS(1) ,,,,,Song Hyunsun,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1002-02-01   ,3,CALCULUS & VECTOR ANALYSIS(2) ,,,,,Kim Dongho,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1002-02-02   ,3,CALCULUS & VECTOR ANALYSIS(2) ,,,,,Kim Dongho,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1002-03-01   ,3,CALCULUS & VECTOR ANALYSIS(2) ,,,,,Koo Yoo Young,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1002-03-02   ,3,CALCULUS & VECTOR ANALYSIS(2) ,,,,,Koo Yoo Young,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1002-04-01   ,3,CALCULUS & VECTOR ANALYSIS(2) ,,,,,"Ki, Haseo","Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ②⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1002-04-02   ,3,CALCULUS & VECTOR ANALYSIS(2) ,,,,,"Ki, Haseo","Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ②⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1002-05-01   ,3,CALCULUS & VECTOR ANALYSIS(2) ,,,,,"Ki, Haseo","Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ②⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1002-05-02   ,3,CALCULUS & VECTOR ANALYSIS(2) ,,,,,"Ki, Haseo","Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ②⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1002-06-01   ,3,CALCULUS & VECTOR ANALYSIS(2) ,,,,,Soojeong Kim,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1002-06-02   ,3,CALCULUS & VECTOR ANALYSIS(2) ,,,,,Soojeong Kim,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1011-02-01   ,3,ENGINEERING MATHEMATICS(1) ,,,,,Song Hyunsun,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1011-02-02   ,3,ENGINEERING MATHEMATICS(1) ,,,,,Song Hyunsun,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-02-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,KO CHUL KI,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-02-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,KO CHUL KI,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-03-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Soojeong Kim,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-03-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Soojeong Kim,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-04-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,KO CHUL KI,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-04-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,KO CHUL KI,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-05-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Koo Yoo Young,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-05-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Koo Yoo Young,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-06-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Kim Hyun Jin,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-06-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Kim Hyun Jin,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-07-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Kim Hyun Jin,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-07-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Kim Hyun Jin,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-08-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Kim Dongho,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-08-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Kim Dongho,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-09-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,KO CHUL KI,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-09-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,KO CHUL KI,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-10-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Kim Dongho,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-10-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Kim Dongho,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-11-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Koo Yoo Young,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-11-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Koo Yoo Young,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-12-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Koo Yoo Young,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-12-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Koo Yoo Young,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-13-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Soojeong Kim,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-13-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Soojeong Kim,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-14-01   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Kim Dongho,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1012-14-02   ,3,ENGINEERING MATHEMATICS(2) ,,,,,Kim Dongho,"Tue11,12",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1017-01-01   ,3,CALCULUS AND VECTOR ANALYSIS(2)(HONOR CLASS) ,,,,,KIM JEONG-HOON,"Wed5,6",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1017-01-02   ,3,CALCULUS AND VECTOR ANALYSIS(2)(HONOR CLASS) ,,,,,KIM JEONG-HOON,"Wed5,6",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,MAT1101-01-00   ,3,CALCULUS ,,,,,Kim Hyun Jin,"Thu5,6",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⑥⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-07-01   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE MYOUNGSOOK,"Mon1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-07-02   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE MYOUNGSOOK,"Mon1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-07-03   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE MYOUNGSOOK,"Mon1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-07-04   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE MYOUNGSOOK,"Mon1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-07-05   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE MYOUNGSOOK,"Mon1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-07-06   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE MYOUNGSOOK,"Mon1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-07-07   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE MYOUNGSOOK,"Mon1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-07-08   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE MYOUNGSOOK,"Mon1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-08-01   ,3,INTRODUCTION TO STATISTICS ,,,,,Lee Juyounglee,"Mon3,4",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-08-02   ,3,INTRODUCTION TO STATISTICS ,,,,,Lee Juyounglee,"Mon3,4",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-09-01   ,3,INTRODUCTION TO STATISTICS ,,,,,Kang Sungbong,"Mon7,8",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-09-02   ,3,INTRODUCTION TO STATISTICS ,,,,,Kang Sungbong,"Mon7,8",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-10-01   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE HO KYU,"Tue1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-10-02   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE HO KYU,"Tue1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-11-01   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE HO KYU,"Tue3,4",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-11-02   ,3,INTRODUCTION TO STATISTICS ,,,,,LEE HO KYU,"Tue3,4",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-12-01   ,3,INTRODUCTION TO STATISTICS ,,,,,Kim Mijung,"Tue7,8",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, 16ⓒ②⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA1001-12-02   ,3,INTRODUCTION TO STATISTICS ,,,,,Kim Mijung,"Tue7,8",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, 16ⓒ②⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,STA2105-04-00   ,3,STATISTICAL METHOD ,,,,,Lee Juyounglee,"Mon5,6",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⑪⒝",O
International Campus(2019~),General Education-Logic and Quantitative Reasoning,,,,,General Education,,YCJ1002-01-00   ,3,MATHEMATICS FOR LIFE SCIENCE ,,,,,Soojeong Kim,Wed4,Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30131"");, ⓒ⒝",O
International Campus(2019~),General Education-Nature and the Physical Universe,,,,,General Education,,CHE1001-01-00   ,3,GENERAL CHEMISTRY AND EXPERIMENT(1) ,,,,,Cho Hyeon Mo/EOM JIWON,"Thu5,6",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30132"");, ⓒ⑤⒜",O
International Campus(2019~),General Education-Nature and the Physical Universe,,,,,General Education,,CHE1002-02-00   ,3,GENERAL CHEMISTRY AND EXPERIMENTS(2) ,,,,,Ju Sang-Yong,Mon3,Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""30132"");, ⓒ④⒜",O
International Campus(2019~),General Education-Nature and the Physical Universe,,,,,General Education,,CHE1002-03-00   ,3,GENERAL CHEMISTRY AND EXPERIMENTS(2) ,,,,,"LEE, WONYONG","Mon5,6(Wed5,6)",ILHA202(ILHB506),"javascript:OpenList5(""H1"",""20202"",""30132"");, ⓒ⒜",O
