전공,영역,학수번호,과목명,교수명,이수구분,학년,학점,강의시간/강의실
Major/Minor,Department of Industrial and Management Engineering,T02363201,"물류시스템
(Logistics & Distribution Systems)","선지웅
(Ji Ung Sun)",전공,3,3,"월 6 화 5 6 (0517)
(Mon 6 Tue 5 6 (0517))"
Major/Minor,Department of Industrial and Management Engineering,T02369201,"비즈니스어낼리틱스응용
(Business Analytics and Its Applications)","이충목
(Chungmok Lee)",전공,3,3,"월 5 화 3 4 (5203)
(Mon 5 Tue 3 4 (5203))"
Major/Minor,Department of Industrial and Management Engineering,T02461101,"실험계획및분석
(Experimental Disign & Analysis)","윤재욱
(Yoon, Jae Wook)",전공,3,3,"월 7 목 5 6 (5403)
(Mon 7 Thu 5 6 (5403))"
Major/Minor,Department of Industrial and Management Engineering,T02471301,"고급캡스톤디자인실습
(Advanced Capstone Design Lab)","최기석
(Choi Ki-Seok)",전공,4,1,"월 1 (5403)
(Mon 1 (5403))"
Major/Minor,Department of Industrial and Management Engineering,T02474201,"기술혁신전략및창업
(Technological Innovation Strategy and Start-up)","김문수
(MOON-SOO KIM)",전공,4,3,"월 4 (5311) 수 5 6 (5403)
(Mon 4 (5311) Wed 5 6 (5403))"
Major/Minor,Department of Industrial and Management Engineering,T02347301,"데이터어낼리틱스특론
(Special Topics in Data Analytics)","윤재욱
(Yoon, Jae Wook)",전공,4,3,"월 3 (5403) 수 7 8 (5214)
(Mon 3 (5403) Wed 7 8 (5214))"
Major/Minor,Department of Bioscience and Biotechnology,F08102101,"일반생물학및실험2
(General Biology & Experiment 2)","권혁만
(Kwon Hyockman)",전공,1,3,"화 7 8 목 5 6 (0410)
(Tue 7 8 Thu 5 6 (0410))"
Major/Minor,Department of Bioscience and Biotechnology,F08102102,"일반생물학및실험2
(General Biology & Experiment 2)","장태용
(Jang Tae Yong)",전공,1,3,"화 7 8 목 5 6 (0501)
(Tue 7 8 Thu 5 6 (0501))"
Major/Minor,Department of Bioscience and Biotechnology,F08102103,"일반생물학및실험2
(General Biology & Experiment 2)","명희준
(Myung, Heejoon)",전공,1,3,"화 5 6 목 7 8 (0410)
(Tue 5 6 Thu 7 8 (0410))"
Major/Minor,Department of Bioscience and Biotechnology,F08102104,"일반생물학및실험2
(General Biology & Experiment 2)","이해진
(-)",전공,1,3,"화 5 6 목 7 8 (0411)
(Tue 5 6 Thu 7 8 (0411))"
Major/Minor,Department of Bioscience and Biotechnology,F09215101,"발생생물학
(Developmental Biology)","권혁만
(Kwon Hyockman)",전공,2,3,"수 5 6 목 2 (0416)
(Wed 5 6 Thu 2 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09371101,"생리학
(Physiology)","장태용
(Jang Tae Yong)",전공,2,3,"월 2 수 1 2 (0416)
(Mon 2 Wed 1 2 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09207101,"생명공학실험2
(Experiment in Bioscience & Biotechnology 2)","송미령
(Song, Mi Ryoung)",전공,2,2,"화 9 10 11 12 (0416)
(Tue 9 10 11 12 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09207102,"생명공학실험2
(Experiment in Bioscience & Biotechnology 2)","명희준
(Myung, Heejoon)",전공,2,2,"목 9 10 11 12 (0416)
(Thu 9 10 11 12 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09318101,"유전학
(Genetics)","이현환
(Lee Hyune Hwan)",전공,2,3,"월 4 화 5 6 (0416)
(Mon 4 Tue 5 6 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09202101,"일반미생물학2
(General Microbiology 2)","송미령
(Song, Mi Ryoung)",전공,2,3,"화 7 (0412) 목 5 6 (0401)
(Tue 7 (0412) Thu 5 6 (0401))"
Major/Minor,Department of Bioscience and Biotechnology,F09202102,"일반미생물학2
(General Microbiology 2)","현형환
(Hyun Hyung Hwan)",전공,2,3,"화 7 목 5 6 (0416)
(Tue 7 Thu 5 6 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09351101,"면역학
(Immunology)","박중찬
(Park Jungchan)",전공,3,3,"화 1 2 목 4 (0416)
(Tue 1 2 Thu 4 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09411101,"분자생명공학
(Molecular Biotechnology)","이현환
(Lee Hyune Hwan)",전공,3,3,"월 7 8 화 8 (0416)
(Mon 7 8 Tue 8 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09306101,"생명공학실험4
(Experiment in Bioscience & Biotechnology 4)","명희준
(Myung, Heejoon)",전공,3,2,"수 9 10 금 9 10 (0416)
(Wed 9 10 Fri 9 10 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09457101,"생물공학
(Bioengineering)","이현철
(Lee Hyeon Cheol)",전공,3,3,"금 1 2 3 (0416)
(Fri 1 2 3 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09301101,"생태학
(Ecology)","남인영
(INYOUNG NAM)",전공,3,3,"화 4 5 6 (0515)
(Tue 4 5 6 (0515))"
Major/Minor,Department of Bioscience and Biotechnology,F09461101,"미생물학적분해
(Microbial Decompasition)","남인영
(INYOUNG NAM)",전공,4,3,"목 4 5 6 (0515)
(Thu 4 5 6 (0515))"
Major/Minor,Department of Bioscience and Biotechnology,F09485201,"생명공학전공실습2
(Experimental practice in Bioscience and Biotechnology 2)","이현환
(Lee Hyune Hwan)",전공,4,2,"월 10 11 12 (0416)
(Mon 10 11 12 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09404201,"생명공학특수연구및토론2
(Bioscience and Biotechnology Seminar and Discussion 2)","송미령
(Song, Mi Ryoung)",전공,4,1,"수 7 8 (0416)
(Wed 7 8 (0416))"
Major/Minor,Department of Bioscience and Biotechnology,F09413101,"합성생물학개론
(Introduction to Synthetic Biology)","송미령
(Song, Mi Ryoung)",전공,4,3,"월 5 6 화 4 (0416)
(Mon 5 6 Tue 4 (0416))"
Major/Minor,Studies of West African Languages and Cultures,O10160201,"하우사말하기(초급)
(Hausa Conversation(Beginner's Course))",Malami Buba,전공,1,2,"화 3 4 (2402)
(Tue 3 4 (2402))"
Major/Minor,Studies of West African Languages and Cultures,O10158101,"하우사문법(초급)
(Hausa Grammar(Beginner's Course))","장태상
(Jang, Tae-Sang)",전공,1,2,"목 5 6 (1306)
(Thu 5 6 (1306))"
Major/Minor,Studies of West African Languages and Cultures,O10159201,"하우사언어실습(초급)
(Hausa Language Practice(Beginner's Course))",Malami Buba,전공,1,2,"수 1 2 (2402)
(Wed 1 2 (2402))"
Major/Minor,Studies of West African Languages and Cultures,O13207101,"서아프리카의언어와민족
(Language & Peoples of West Africa)","김학수
(Kim, Hak-Soo)",전공,2,2,"월 3 4 (2402)
(Mon 3 4 (2402))"
Major/Minor,Studies of West African Languages and Cultures,O13208201,"하우사문법(고급)
(Hausa Grammar(Advanced Level))","장태상
(Jang, Tae-Sang)",전공,2,2,"수 5 6 (1306)
(Wed 5 6 (1306))"
Major/Minor,Studies of West African Languages and Cultures,O13212101,"하우사시문학연구
(Research in Hausa Poetry)","장태상
(Jang, Tae-Sang)",전공,2,2,"수 7 8 (1306)
(Wed 7 8 (1306))"
Major/Minor,Studies of West African Languages and Cultures,O13209201,"하우사읽기(중급)
(Readings in Hausa(Intermediate Level))","김학수
(Kim, Hak-Soo)",전공,2,2,"화 7 8 (2402)
(Tue 7 8 (2402))"
Major/Minor,Studies of West African Languages and Cultures,O10341101,"서아프리카:종족과문화적특성
(The Peoples & Cultures of West Africa)","장태상
(Jang, Tae-Sang)",전공,3,2,"목 7 8 (1306)
(Thu 7 8 (1306))"
Major/Minor,Studies of West African Languages and Cultures,O10161101,"서아프리카정치경제
(Politics and Economy of West Africa)","김은경
(Kim, Eun Kyung)",전공,3,2,"화 1 2 (2516)
(Tue 1 2 (2516))"
Major/Minor,Studies of West African Languages and Cultures,O13307201,"시청각하우사
(Visual and Auditory Hausa)",Malami Buba,전공,3,2,"수 3 4 (2402)
(Wed 3 4 (2402))"
Major/Minor,Studies of West African Languages and Cultures,O13312101,"영어권서아프리카세미나
(Seminar on Anglophone West Africa)","김학수
(Kim, Hak-Soo)",전공,3,2,"월 5 6 (2402)
(Mon 5 6 (2402))"
Major/Minor,Studies of West African Languages and Cultures,O13405401,"나이지리아문화세미나
(Nigerian Culture Seminar)",Malami Buba,전공,4,2,"목 3 4 (2402)
(Thu 3 4 (2402))"
Major/Minor,Studies of West African Languages and Cultures,O13407101,"이슬람과서아프리카
(Islam and West Africa)","박정경
(Jeong Kyung Park)",전공,4,2,"화 5 6 (2312)
(Tue 5 6 (2312))"
Major/Minor,Art and Cultural Mediation,J01009101,"공연예술학개론
(Introduction to Arts Theory)","임형진
(IM, HYOUNGJIN)",이중(부)전공,2,3,"화 4 5 6 (0303)
(Tue 4 5 6 (0303))"
Major/Minor,Art and Cultural Mediation,J01007101,"문화미디에이션과로컬거버넌스
(Cultural Mediation and Local Governance)","임동욱
(Dong-uk IM)",이중(부)전공,2,3,"목 7 8 9 (0517)
(Thu 7 8 9 (0517))"
Major/Minor,Art and Cultural Mediation,J01010101,"한국영화텍스트분석
(Korean Cinema Text Analysis)","정영권
(Chung Young Kwon)",이중(부)전공,2,3,"화 7 8 9 (0206)
(Tue 7 8 9 (0206))"
Major/Minor,Art and Cultural Mediation,J04306101,"미디어스토리텔링
(Media Storytelling)","홍장선
(HONG JANG SUN)",이중(부)전공,3,3,"월 7 8 9 (0518)
(Mon 7 8 9 (0518))"
Major/Minor,Art and Cultural Mediation,J01303101,"세계국공립극장정책과행정
(Policy and Administration of National Theaters in the World)","임형진
(IM, HYOUNGJIN)",이중(부)전공,3,3,"화 1 2 3 (0303)
(Tue 1 2 3 (0303))"
Major/Minor,Art and Cultural Mediation,J01302101,"지역문화연출방법론
(Methodology of Local Culture Directing)","김남희
(Kim Nam Hee)",이중(부)전공,3,3,"수 7 8 9 (0518)
(Wed 7 8 9 (0518))"
Major/Minor,Art and Cultural Mediation,J04402201,"박물관전시,교육및보존
(Museum exhibition, care of collection & education)",(-),이중(부)전공,4,3,"금 4 5 6 (0415)
(Fri 4 5 6 (0415))"
Major/Minor,Department of South Slavic Studies,N14131301,"세/크어문법2
(Serbian/Croatian Grammar 2)","김성환
(Kim Seong-Hwan)",전공,1,2,"화 5 6 (1513)
(Tue 5 6 (1513))"
Major/Minor,Department of South Slavic Studies,N14131302,"세/크어문법2
(Serbian/Croatian Grammar 2)","김성환
(Kim Seong-Hwan)",전공,1,2,"화 1 2 (1513)
(Tue 1 2 (1513))"
Major/Minor,Department of South Slavic Studies,N14140301,"세/크어작문실습2
(Serbian/Croatian Compositionn & Practice 2)","백종필
(Baek Jongphil)",전공,1,1,"목 2 (1513)
(Thu 2 (1513))"
Major/Minor,Department of South Slavic Studies,N14140302,"세/크어작문실습2
(Serbian/Croatian Compositionn & Practice 2)","백종필
(Baek Jongphil)",전공,1,1,"목 1 (1513)
(Thu 1 (1513))"
Major/Minor,Department of South Slavic Studies,N14135401,"세르비아어회화2
(Serbian Conversation 2)",Tihomir Brajovic,전공,1,3,"월 8 목 5 6 (1513)
(Mon 8 Thu 5 6 (1513))"
Major/Minor,Department of South Slavic Studies,N14135402,"세르비아어회화2
(Serbian Conversation 2)",Tihomir Brajovic,전공,1,3,"월 7 목 3 4 (1513)
(Mon 7 Thu 3 4 (1513))"
Major/Minor,Department of South Slavic Studies,N14129101,"세어번역연습2
(Practice in Serbian Translation 2)","김상헌
(Kim, Sang Hun)",전공,1,2,"화 7 8 (1513)
(Tue 7 8 (1513))"
Major/Minor,Department of South Slavic Studies,N14129102,"세어번역연습2
(Practice in Serbian Translation 2)","김상헌
(Kim, Sang Hun)",전공,1,2,"화 3 4 (1513)
(Tue 3 4 (1513))"
Major/Minor,Department of South Slavic Studies,N14116101,"유고학입문2
(Introduction to Yugoslav Studies 2)","김철민
(Kim, Chul-Min)",전공,1,2,"월 5 6 (1513)
(Mon 5 6 (1513))"
Major/Minor,Department of South Slavic Studies,N14229401,"세/크어문법4
(Serbian/Croatian Grammar 4)","김성환
(Kim Seong-Hwan)",전공,2,2,"수 5 6 (1513)
(Wed 5 6 (1513))"
Major/Minor,Department of South Slavic Studies,N14229402,"세/크어문법4
(Serbian/Croatian Grammar 4)","김성환
(Kim Seong-Hwan)",전공,2,2,"수 1 2 (1513)
(Wed 1 2 (1513))"
Major/Minor,Department of South Slavic Studies,N14244301,"세/크어작문실습4: 세크로비전
(Serbian/Croatian Composition & Practice 4: Secrovision)","김성환
(Kim Seong-Hwan)",전공,2,1,"월 2 (1513)
(Mon 2 (1513))"
Major/Minor,Department of South Slavic Studies,N14244302,"세/크어작문실습4: 세크로비전
(Serbian/Croatian Composition & Practice 4: Secrovision)","김성환
(Kim Seong-Hwan)",전공,2,1,"월 1 (1513)
(Mon 1 (1513))"
Major/Minor,Department of South Slavic Studies,N14368201,"유고역사2
(History of Yugoslavia 2)","김철민
(Kim, Chul-Min)",전공,2,2,"금 3 4 (1513)
(Fri 3 4 (1513))"
Major/Minor,Department of South Slavic Studies,N14233401,"크로아티아어회화2
(Croatian Conversation 2)",Dejan Duric,전공,2,3,"월 4 수 7 8 (1513)
(Mon 4 Wed 7 8 (1513))"
Major/Minor,Department of South Slavic Studies,N14233402,"크로아티아어회화2
(Croatian Conversation 2)",Dejan Duric,전공,2,3,"월 3 수 3 4 (1513)
(Mon 3 Wed 3 4 (1513))"
Major/Minor,Department of South Slavic Studies,N14134101,"크어번역연습2
(Practice in Croatian Translation 2)","권혁재
(Kwon Hyok Jae)",전공,2,2,"금 5 6 (1513)
(Fri 5 6 (1513))"
Major/Minor,Department of South Slavic Studies,N14134102,"크어번역연습2
(Practice in Croatian Translation 2)","권혁재
(Kwon Hyok Jae)",전공,2,2,"금 1 2 (1513)
(Fri 1 2 (1513))"
Major/Minor,Department of South Slavic Studies,N14237101,"FLEX세르비아어
(FLEX Serbian Language )","김철민
(Kim, Chul-Min)",전공,3,2,"목 5 6 (1411)
(Thu 5 6 (1411))"
Major/Minor,Department of South Slavic Studies,N14318201,"고급세/크어회화작문2
(Advanced Serbian/Croatian Conversation & Composition 2)",Dejan Duric,전공,3,2,"화 5 6 (2307)
(Tue 5 6 (2307))"
Major/Minor,Department of South Slavic Studies,N14320201,"시사세/크어
(Serbian/Croatian current affairs)","백종필
(Baek Jongphil)",전공,3,2,"화 3 4 (2307)
(Tue 3 4 (2307))"
Major/Minor,Department of South Slavic Studies,N14314101,"유고문학사2
(History of Yugoslav Literature 2)","김상헌
(Kim, Sang Hun)",전공,3,2,"금 5 6 (1512)
(Fri 5 6 (1512))"
Major/Minor,Department of South Slavic Studies,N14432201,"유고문화콘텐츠연구(캡스톤디자인)
(Cultural Contents on Yugoslav Region(Capstone Design))","권혁재
(Kwon Hyok Jae)",전공,3,2,"화 1 2 (1409)
(Tue 1 2 (1409))"
Major/Minor,Department of South Slavic Studies,N14408101,"EU와유고지역연구
(EU & Former Yugoslavia)","김철민
(Kim, Chul-Min)",전공,4,2,"월 1 2 (1509-1)
(Mon 1 2 (1509-1))"
Major/Minor,Department of South Slavic Studies,N14412201,"동유럽비교문화연구2
(East European Intercultural Studies2)","권혁재
(Kwon Hyok Jae)",전공,4,2,"수 5 6 (1506)
(Wed 5 6 (1506))"
Major/Minor,Department of South Slavic Studies,N14409201,"유고인문학텍스트분석
(Analysis of Yugoslav Humanities Texts)","김상헌
(Kim, Sang Hun)",전공,4,2,"금 1 2 (1512)
(Fri 1 2 (1512))"
Major/Minor,Department of South Slavic Studies,N14413101,"유고지역문화유산연구
(Cultural Heritage of Former Yugoslavia)",Tihomir Brajovic,전공,4,2,"금 3 4 (1511)
(Fri 3 4 (1511))"
Major/Minor,Department of South Slavic Studies,N14414101,"전공인문학세미나
(Seminar on Humanities as a Specialty)","권혁재
(Kwon Hyok Jae)",전공,4,2,"수 1 2 (1506)
(Wed 1 2 (1506))"
Major/Minor,Department of Mathematics,F01106201,"논리와프로그래밍기초
(Logic and basic programming)","윤기현
(KiHyun Yun)",전공,1,3,"화 1 2 목 1 2 (0501)
(Tue 1 2 Thu 1 2 (0501))"
Major/Minor,Department of Mathematics,F05106501,"미적분학2
(Calculus 2)","송현정
(Hyunjung Song)",전공,1,3,"화 2 목 5 6 (0413)
(Tue 2 Thu 5 6 (0413))"
Major/Minor,Department of Mathematics,F05106502,"미적분학2
(Calculus 2)","최일규
(Choi, Ilkyoo)",전공,1,3,"월 1 2 (0515) 화 3 (0301)
(Mon 1 2 (0515) Tue 3 (0301))"
Major/Minor,Department of Mathematics,U61602401,"미적분학및연습2
(Calculus with Recitation 2)","곽민석
(Kwak, Minsuk)",전공,1,3,"화 5 6 목 7 8 (0413)
(Tue 5 6 Thu 7 8 (0413))"
Major/Minor,Department of Mathematics,U61602402,"미적분학및연습2
(Calculus with Recitation 2)","장재덕
(Jang Jaeduck)",전공,1,3,"화 1 2 목 1 2 (0410)
(Tue 1 2 Thu 1 2 (0410))"
Major/Minor,Department of Mathematics,F01119501,"이산수학및연습
(Discrete Mathematics with Recitation)","최일규
(Choi, Ilkyoo)",전공,1,3,"월 7 8 (0515) 화 5 6 (0301)
(Mon 7 8 (0515) Tue 5 6 (0301))"
Major/Minor,Department of Mathematics,F01355101,"거리공간론
(Metric Space)","김승욱
(Seungwook Kim)",전공,2,3,"월 1 2 수 3 (3311)
(Mon 1 2 Wed 3 (3311))"
Major/Minor,Department of Mathematics,F01365101,"산업수학개론
(Introduction to Industrial Mathematics)","최일규
(Choi, Ilkyoo)",전공,2,3,"월 3 수 5 6 (3310)
(Mon 3 Wed 5 6 (3310))"
Major/Minor,Department of Mathematics,F01258201,"선형대수학및연습2
(Linear Algebra with Recitation 2)","윤기현
(KiHyun Yun)",전공,2,3,"수 7 8 금 5 6 (3311)
(Wed 7 8 Fri 5 6 (3311))"
Major/Minor,Department of Mathematics,F01202401,"해석학개론2
(Introduction to Mathematical Analysis 2)","장재덕
(Jang Jaeduck)",전공,2,4,"수 1 2 금 1 2 (3311)
(Wed 1 2 Fri 1 2 (3311))"
Major/Minor,Department of Mathematics,F01357201,"기하학개론
(Introduction to geometry)","송현정
(Hyunjung Song)",전공,3,3,"화 3 목 7 8 (3311)
(Tue 3 Thu 7 8 (3311))"
Major/Minor,Department of Mathematics,F01300101,"복소변수함수론
(Complex Analysis )","정성은
(Jung Sungeun)",전공,3,3,"화 1 2 목 3 (3311)
(Tue 1 2 Thu 3 (3311))"
Major/Minor,Department of Mathematics,F01350101,"응용해석학
(Applied Analysis)","최영수
(Youngsoo Choi)",전공,3,3,"월 5 목 1 2 (3310)
(Mon 5 Thu 1 2 (3310))"
Major/Minor,Department of Mathematics,F01304101,"현대대수학2
(Algebra 2)","신동화
(Dong Hwa Shin)",전공,3,3,"화 5 6 목 5 (3311)
(Tue 5 6 Thu 5 (3311))"
Major/Minor,Department of Mathematics,F01403101,"수학논리및논술
(Mathematics' Logic & Statement)","박성호
(Sung-ho Park)",전공,4,2,"금 5 6 (3310)
(Fri 5 6 (3310))"
Major/Minor,Department of Mathematics,F01467101,"실변수함수론
(Real Analysis)","장재덕
(Jang Jaeduck)",전공,4,3,"수 5 6 금 3 (3311)
(Wed 5 6 Fri 3 (3311))"
Major/Minor,Department of Mathematics,F01117101,"정수론
(Number Theory)","신동화
(Dong Hwa Shin)",전공,4,3,"월 3 금 7 8 (3311)
(Mon 3 Fri 7 8 (3311))"
Major/Minor,Department of Mathematics,F01479101,"채권수학
(Fixed Income Mathematics)","최영수
(Youngsoo Choi)",전공,4,3,"월 2 수 1 2 (3310)
(Mon 2 Wed 1 2 (3310))"
Major/Minor,Department of Spanish Interpretation and Translation,N05110101,"스페인역사문화세미나(2)
(Seminar on Spanish History and Culture (2))","신정환
(Shin Jeong Hwan)",전공,1,2,"화 1 2 (1302)
(Tue 1 2 (1302))"
Major/Minor,Department of Spanish Interpretation and Translation,N05110102,"스페인역사문화세미나(2)
(Seminar on Spanish History and Culture (2))","강필운
(kang Pil Woon)",전공,1,2,"화 1 2 (2308)
(Tue 1 2 (2308))"
Major/Minor,Department of Spanish Interpretation and Translation,N05110103,"스페인역사문화세미나(2)
(Seminar on Spanish History and Culture (2))","신찬용
(Shin Chan Yong)",전공,1,2,"화 1 2 (2311-1)
(Tue 1 2 (2311-1))"
Major/Minor,Department of Spanish Interpretation and Translation,N05110104,"스페인역사문화세미나(2)
(Seminar on Spanish History and Culture (2))","김우정
(KIM WOO JUNG)",전공,1,2,"화 1 2 (0310)
(Tue 1 2 (0310))"
Major/Minor,Department of Spanish Interpretation and Translation,N05110105,"스페인역사문화세미나(2)
(Seminar on Spanish History and Culture (2))","김현철
(hyun chul kim)",전공,1,2,"화 1 2 (2507-1)
(Tue 1 2 (2507-1))"
Major/Minor,Department of Spanish Interpretation and Translation,N05110106,"스페인역사문화세미나(2)
(Seminar on Spanish History and Culture (2))","이은해
(Lee, Eun-Hae)",전공,1,2,"화 1 2 (0508)
(Tue 1 2 (0508))"
Major/Minor,Department of Spanish Interpretation and Translation,A05104101,"초급스페인어강독(2)
(Readings in Elementary Spanish (2))","이만희
(Manhee LEE)",전공,1,2,"목 3 4 (1303)
(Thu 3 4 (1303))"
Major/Minor,Department of Spanish Interpretation and Translation,A05104102,"초급스페인어강독(2)
(Readings in Elementary Spanish (2))","김선이
(KIM, SEONYI)",전공,1,2,"목 3 4 (2303-3)
(Thu 3 4 (2303-3))"
Major/Minor,Department of Spanish Interpretation and Translation,A05104103,"초급스페인어강독(2)
(Readings in Elementary Spanish (2))","전주람
(JURAM JUN)",전공,1,2,"목 3 4 (2411)
(Thu 3 4 (2411))"
Major/Minor,Department of Spanish Interpretation and Translation,A05104104,"초급스페인어강독(2)
(Readings in Elementary Spanish (2))","전용갑
(Jeon, Yong Gab)",전공,1,2,"목 3 4 (2404-1)
(Thu 3 4 (2404-1))"
Major/Minor,Department of Spanish Interpretation and Translation,A05104105,"초급스페인어강독(2)
(Readings in Elementary Spanish (2))","양승관
(Yang, Seung Kwan)",전공,1,2,"목 3 4 (2312)
(Thu 3 4 (2312))"
Major/Minor,Department of Spanish Interpretation and Translation,A05110501,"초급스페인어문법(2)
(Elementary Spanish Grammar(2))","김준한
(Jun-Han Kim)",전공,1,3,"월 4 5 6 (2502)
(Mon 4 5 6 (2502))"
Major/Minor,Department of Spanish Interpretation and Translation,A05110502,"초급스페인어문법(2)
(Elementary Spanish Grammar(2))","유은정
(You, Eun Jung)",전공,1,3,"월 4 5 6 (1503-1)
(Mon 4 5 6 (1503-1))"
Major/Minor,Department of Spanish Interpretation and Translation,A05110503,"초급스페인어문법(2)
(Elementary Spanish Grammar(2))","이강국
(Kang Guk Lee)",전공,1,3,"월 4 5 6 (1303)
(Mon 4 5 6 (1303))"
Major/Minor,Department of Spanish Interpretation and Translation,A05110504,"초급스페인어문법(2)
(Elementary Spanish Grammar(2))","신찬용
(Shin Chan Yong)",전공,1,3,"월 4 5 6 (2311-1)
(Mon 4 5 6 (2311-1))"
Major/Minor,Department of Spanish Interpretation and Translation,A05110505,"초급스페인어문법(2)
(Elementary Spanish Grammar(2))","양승관
(Yang, Seung Kwan)",전공,1,3,"월 4 5 6 (2309)
(Mon 4 5 6 (2309))"
Major/Minor,Department of Spanish Interpretation and Translation,N05108201,"초급스페인어스피치(2)
(Elementary Spanish Speech (2))","고슬기
(Koh Sel-Gie)",전공,1,2,"월 1 2 (0412)
(Mon 1 2 (0412))"
Major/Minor,Department of Spanish Interpretation and Translation,N05108202,"초급스페인어스피치(2)
(Elementary Spanish Speech (2))","신찬용
(Shin Chan Yong)",전공,1,2,"월 1 2 (2311-1)
(Mon 1 2 (2311-1))"
Major/Minor,Department of Spanish Interpretation and Translation,N05108203,"초급스페인어스피치(2)
(Elementary Spanish Speech (2))","김현철
(hyun chul kim)",전공,1,2,"월 1 2 (2507-1)
(Mon 1 2 (2507-1))"
Major/Minor,Department of Spanish Interpretation and Translation,N05108204,"초급스페인어스피치(2)
(Elementary Spanish Speech (2))","양승관
(Yang, Seung Kwan)",전공,1,2,"월 1 2 (2309)
(Mon 1 2 (2309))"
Major/Minor,Department of Spanish Interpretation and Translation,N05108205,"초급스페인어스피치(2)
(Elementary Spanish Speech (2))","이은성
(Lee Eunsung)",전공,1,2,"월 1 2 (2508)
(Mon 1 2 (2508))"
Major/Minor,Department of Spanish Interpretation and Translation,N05108206,"초급스페인어스피치(2)
(Elementary Spanish Speech (2))","전혜찬
(chun hae chan)",전공,1,2,"월 1 2 (2312)
(Mon 1 2 (2312))"
Major/Minor,Department of Spanish Interpretation and Translation,A05108101,"초급스페인어작문(2)
(Elementary Spanish Composition (2))","김현철
(hyun chul kim)",전공,1,2,"화 5 6 (2507-1)
(Tue 5 6 (2507-1))"
Major/Minor,Department of Spanish Interpretation and Translation,A05108102,"초급스페인어작문(2)
(Elementary Spanish Composition (2))","김우정
(KIM WOO JUNG)",전공,1,2,"화 5 6 (0310)
(Tue 5 6 (0310))"
Major/Minor,Department of Spanish Interpretation and Translation,A05108103,"초급스페인어작문(2)
(Elementary Spanish Composition (2))","김현식(S)
(Kim, HyunShik)",전공,1,2,"화 5 6 (0506)
(Tue 5 6 (0506))"
Major/Minor,Department of Spanish Interpretation and Translation,A05108104,"초급스페인어작문(2)
(Elementary Spanish Composition (2))","이원영
(LEE, Won-Young)",전공,1,2,"화 5 6 (0501)
(Tue 5 6 (0501))"
Major/Minor,Department of Spanish Interpretation and Translation,A05118201,"초급스페인어회화(2)
(Elementary Spanish Conversation (2))","Carlos Alfonso Macias Valadez Elias
(Macias Valadez Elias Carlos Alfonso)",전공,1,2,"화 3 4 (1503)
(Tue 3 4 (1503))"
Major/Minor,Department of Spanish Interpretation and Translation,A05118202,"초급스페인어회화(2)
(Elementary Spanish Conversation (2))",Jaime Aguilo Pastrana,전공,1,2,"화 3 4 (1304)
(Tue 3 4 (1304))"
Major/Minor,Department of Spanish Interpretation and Translation,A05118203,"초급스페인어회화(2)
(Elementary Spanish Conversation (2))","Carlos Alfonso Macias Valadez Elias
(Macias Valadez Elias Carlos Alfonso)",전공,1,2,"수 3 4 (1503)
(Wed 3 4 (1503))"
Major/Minor,Department of Spanish Interpretation and Translation,A05118204,"초급스페인어회화(2)
(Elementary Spanish Conversation (2))",Pedro Pombo Novo,전공,1,2,"수 3 4 (1305)
(Wed 3 4 (1305))"
Major/Minor,Department of Spanish Interpretation and Translation,A05118205,"초급스페인어회화(2)
(Elementary Spanish Conversation (2))",Sara Torres Servin,전공,1,2,"수 3 4 (1503-1)
(Wed 3 4 (1503-1))"
Major/Minor,Department of Spanish Interpretation and Translation,A05118206,"초급스페인어회화(2)
(Elementary Spanish Conversation (2))",Sara Torres Servin,전공,1,2,"목 1 2 (1503-1)
(Thu 1 2 (1503-1))"
Major/Minor,Department of Spanish Interpretation and Translation,N05210201,"라틴아메리카역사세미나(2)
( Seminar on Latin American History (2))","전혜찬
(chun hae chan)",전공,2,2,"수 7 8 (2312)
(Wed 7 8 (2312))"
Major/Minor,Department of Spanish Interpretation and Translation,N05210202,"라틴아메리카역사세미나(2)
( Seminar on Latin American History (2))","남진희
(Nam, Jinhee)",전공,2,2,"수 7 8 (0303)
(Wed 7 8 (0303))"
Major/Minor,Department of Spanish Interpretation and Translation,N05210203,"라틴아메리카역사세미나(2)
( Seminar on Latin American History (2))","박영미
(Young Mee Park)",전공,2,2,"수 7 8 (2402-1)
(Wed 7 8 (2402-1))"
Major/Minor,Department of Spanish Interpretation and Translation,N05210204,"라틴아메리카역사세미나(2)
( Seminar on Latin American History (2))","정선유
(JUNG SEON YU)",전공,2,2,"수 7 8 (2508-1)
(Wed 7 8 (2508-1))"
