전공,영역,학수번호,과목명,교수명,이수구분,학년,학점,강의시간/강의실
Major/Minor,Business Administration,D03397101,"세무회계(2)
(Tax Accounting(2))","고윤성
(YUNSUNG KOH)",전공,3,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Business Administration,D03324201,"신제품과혁신전략
(New Product and Innovation Strategy)","윤원주
(Wonjoo Yun)",전공,3,3,"수 4 5 6 (-)
(Wed 4 5 6 (-))"
Major/Minor,Business Administration,D03323101,"신흥시장의국제경영
(International Business in Emerging markets)","박정양
(Park, Jeong-Yang)",전공,3,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Major/Minor,Business Administration,D03493401,"전략경영
(Strategic Management)","김중화
(Kim, Joongwha)",전공,3,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,Business Administration,D03493402,"전략경영
(Strategic Management)","최병철
(Choi, Byungchul)",전공,3,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Business Administration,D03370101,"파생금융상품론
(Derivative Securities)","박진우
(Park Jin Woo)",전공,3,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Business Administration,D01421101,"회계감사론
(Theory of Auditing)","이경윤
(Kyung Yun Lee)",전공,3,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,Business Administration,P04308201,"고객관계관리(CRM)
(Customer Relationship Management )","조준서
(Cho, June-Suh)",전공,4,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,Business Administration,D03413101,"금융회계
(Accounting for Financial Instruments and Financial Institutions)","김성훈
(Kim Seong Hun)",전공,4,3,"수 11 12 13 (-)
(Wed 11 12 13 (-))"
Major/Minor,Business Administration,D03456101,"마케팅전략
(Marketing Strategy)","채명수
(Chae, Myung Su)",전공,4,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Business Administration,D03515101,"마케팅현안
(Current Issues in Marketing)","Shrestha Dipendra Lal
(Shrestha Dipendra L)",전공,4,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Major/Minor,Business Administration,D03501201,"비즈니스협상
(Business Negotiations)","조남신
(Cho Nam Shin)",전공,4,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Major/Minor,Business Administration,D03498101,"서비스마케팅
(Services Marketing)","간형식
(Kahn, Hyungsik)",전공,4,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Business Administration,D03502101,"중소기업글로벌전략
(Global Strategy for Small and Medium-Sized Firms)","최승현
(Choi - Seung Hyun)",전공,4,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Business Administration,D03103401,"경영통계학
(Business Statistics)","장석호
(Chang Seok Ho)",이중(부)전공,2,3,"금 1 2 3 (-)
(Fri 1 2 3 (-))"
Major/Minor,Business Administration,D03103402,"경영통계학
(Business Statistics)","Wan Lili
(Wan LiLi)",이중(부)전공,2,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Business Administration,D01203B01,"경영학원론
(Principles of Business Management)","이혜리
(Lee, hyeri)",이중(부)전공,2,3,"월 4 5 6 (-)
(Mon 4 5 6 (-))"
Major/Minor,Business Administration,D01203B02,"경영학원론
(Principles of Business Management)","정종기
(JongKi Jung)",이중(부)전공,2,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Major/Minor,Business Administration,D01205C01,"회계원리
(Principles of Accounting)","남기석
(Nam Giseok)",이중(부)전공,2,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Business Administration,D01205C02,"회계원리
(Principles of Accounting)",(-),이중(부)전공,2,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Major/Minor,Business Administration,D01205C03,"회계원리
(Principles of Accounting)","이경윤
(Kyung Yun Lee)",이중(부)전공,2,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,Business Administration,P04205203,"경영정보학개론
(Introduction to Management Information System)","홍성식
(Hong Sung Sik)",이중(부)전공,3,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Business Administration,P04205204,"경영정보학개론
(Introduction to Management Information System)","Wan Lili
(Wan LiLi)",이중(부)전공,3,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Major/Minor,Business Administration,D01310202,"관리회계
(Management Accounting)","손동현
(Son Dong Hyun)",이중(부)전공,3,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,Business Administration,D01305105,"국제경영론
(International Business Management)","박정양
(Park, Jeong-Yang)",이중(부)전공,3,3,"금 4 5 6 (-)
(Fri 4 5 6 (-))"
Major/Minor,Business Administration,D01305106,"국제경영론
(International Business Management)","우기훈
(Woo kihoon)",이중(부)전공,3,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,Business Administration,D01305107,"국제경영론
(International Business Management)","김종회
(Chong Hoe Kim)",이중(부)전공,3,3,"화 4 5 6 (-)
(Tue 4 5 6 (-))"
Major/Minor,Business Administration,D03208102,"기업법
(Business Law)","Soo Jin Kim
(Soojin Kim)",이중(부)전공,3,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Business Administration,D01405403,"마케팅관리
(Marketing Management)","Shrestha Dipendra Lal
(Shrestha Dipendra L)",이중(부)전공,3,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Major/Minor,Business Administration,D01405404,"마케팅관리
(Marketing Management)","Shrestha Dipendra Lal
(Shrestha Dipendra L)",이중(부)전공,3,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,Business Administration,D03473102,"소비자행동
(Consumer Behavior)","박지혜
(Jihye Park)",이중(부)전공,3,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Business Administration,D03210104,"운영관리
(Operations Management)","안재형
(Jaehyung An)",이중(부)전공,3,3,"수 4 5 6 (-)
(Wed 4 5 6 (-))"
Major/Minor,Business Administration,D03382203,"인적자원관리
(Human Resources Management)","양재완
(Jae Wan Yang)",이중(부)전공,3,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Major/Minor,Business Administration,D01311204,"재무관리
(Financial Management)","김성재
(Kim Serng Jae)",이중(부)전공,3,3,"화 4 5 6 (-)
(Tue 4 5 6 (-))"
Major/Minor,Business Administration,D01311205,"재무관리
(Financial Management)","김솔
(Sol Kim)",이중(부)전공,3,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Business Administration,D01311206,"재무관리
(Financial Management)","송인정
(In Jung Song)",이중(부)전공,3,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Business Administration,D03205503,"재무회계(1)
(Intermediate Accounting (1))",Chao Zhang,이중(부)전공,3,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Major/Minor,Business Administration,D03205504,"재무회계(1)
(Intermediate Accounting (1))","나형종
(Na, Hyung Jong)",이중(부)전공,3,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Business Administration,D03206502,"재무회계(2)
(Intermediate Accounting (2))","김영준
(YOUNG JUN KIM)",이중(부)전공,3,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Business Administration,D01314105,"조직행동
(Organizational Behavior)","유태영
(Taeyoung YOO)",이중(부)전공,3,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Business Administration,D01409102,"투자론
(Theory of Investment)","이창준
(Lee, Changjun)",이중(부)전공,3,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,Business Administration,D03409101,"E-BUSINESS개론
(Introduction to E-Business)","조준서
(Cho, June-Suh)",이중(부)전공,4,3,()
Major/Minor,Business Administration,D03456102,"마케팅전략
(Marketing Strategy)","채명수
(Chae, Myung Su)",이중(부)전공,4,3,"수 4 5 6 (-)
(Wed 4 5 6 (-))"
Major/Minor,Business Administration,D03369202,"마케팅채널
(Marketing Channels)","고동우
(Ko, Dong Woo)",이중(부)전공,4,3,"화 4 5 6 (-)
(Tue 4 5 6 (-))"
Major/Minor,Business Administration,D03309102,"보험론
(Principles of Insurance)","이종욱
(Lee Jong Wook)",이중(부)전공,4,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,Business Administration,D03498102,"서비스마케팅
(Services Marketing)","간형식
(Kahn, Hyungsik)",이중(부)전공,4,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,Business Administration,D03370102,"파생금융상품론
(Derivative Securities)","박진우
(Park Jin Woo)",이중(부)전공,4,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Division of Economics,D02466101,"경제통계학
(Statistics for Economics)","노택선
(Roh, Taek Seon)",전공,1,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Division of Economics,D02466102,"경제통계학
(Statistics for Economics)","이상직
(Sangjik Lee)",전공,1,3,"금 1 2 3 (-)
(Fri 1 2 3 (-))"
Major/Minor,Division of Economics,D01102401,"경제학원론(2)
(Principles of Economics (2))","김승년
(Seung-Nyeon Kim)",전공,1,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Major/Minor,Division of Economics,D01102402,"경제학원론(2)
(Principles of Economics (2))","권원순
(Kwon Won Soon)",전공,1,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Major/Minor,Economics,D02304201,"경제학사
(History of Economic Thought)","박명호
(PARK, Myungho)",전공,2,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Major/Minor,Economics,D02368101,"국제무역론
(International Trade)","최용제
(Choi Yong-Jae)",전공,2,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,Economics,D03314101,"중급거시경제학
(Intermediate Macroeconomics)","오완근
(Wankeun Oh)",전공,2,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,Economics,D03314102,"중급거시경제학
(Intermediate Macroeconomics)","김승년
(Seung-Nyeon Kim)",전공,2,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Economics,D02208101,"중급미시경제학
(Intermediate Microeconomics)","한경동
(Kyungdong Hahn)",전공,2,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Major/Minor,Economics,D02208102,"중급미시경제학
(Intermediate Microeconomics)","이상직
(Sangjik Lee)",전공,2,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Economics,D02305101,"금융계량경제학
(Financial Econometrics)","민충기
(Min, Chung-ki)",전공,3,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Major/Minor,Economics,D02464201,"산업조직론
(Theory of Industrial Organization)","정인석
(In Suk Cheong)",전공,3,3,"월 4 5 6 (-)
(Mon 4 5 6 (-))"
Major/Minor,Economics,D02364101,"재무경제학
(Financial Economics)",(-),전공,3,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Major/Minor,Economics,D02366101,"조세론
(Theory of Tax)","곽창규
(Kwag, Chang-gyu)",전공,3,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,Economics,D02309201,"경제발전론
(Theory of Economic Development)","이효창
(Lee Hyochang)",전공,4,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Major/Minor,Economics,P02360201,"실험행동경제학
(Experimental and Behavioral Economics)","한경동
(Kyungdong Hahn)",전공,4,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Major/Minor,Economics,P02402201,"지역비교경제론
(Regional and Comparative Economic Study)","권원순
(Kwon Won Soon)",전공,4,3,"화 4 5 6 (-)
(Tue 4 5 6 (-))"
Major/Minor,Economics,D02356301,"현대경제강독
(Readings in Economics)","박명호
(PARK, Myungho)",전공,4,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Economics,D02466201,"경제통계학
(Statistics for Economics)","노택선
(Roh, Taek Seon)",이중(부)전공,2,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Major/Minor,Economics,D02466202,"경제통계학
(Statistics for Economics)",(-),이중(부)전공,2,3,"금 4 5 6 (-)
(Fri 4 5 6 (-))"
Major/Minor,Economics,D02466203,"경제통계학
(Statistics for Economics)",(-),이중(부)전공,2,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Economics,D02466204,"경제통계학
(Statistics for Economics)",(-),이중(부)전공,2,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Major/Minor,Economics,D01101001,"경제학원론(1)
(Principles of Economics (1))","노택선
(Roh, Taek Seon)",이중(부)전공,2,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Economics,D01102001,"경제학원론(2)
(Principles of Economics (2))",(-),이중(부)전공,2,3,"금 1 2 3 (-)
(Fri 1 2 3 (-))"
Major/Minor,Economics,D01102002,"경제학원론(2)
(Principles of Economics (2))","이용일
(Lee, Yong Il)",이중(부)전공,2,3,"금 4 5 6 (-)
(Fri 4 5 6 (-))"
Major/Minor,Economics,D01102003,"경제학원론(2)
(Principles of Economics (2))","이효창
(Lee Hyochang)",이중(부)전공,2,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Major/Minor,Economics,D01102004,"경제학원론(2)
(Principles of Economics (2))","권원순
(Kwon Won Soon)",이중(부)전공,2,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,Economics,D03310101,"거시경제학
(Macroeconomics)","유준형
(Jun Hyung Yu)",이중(부)전공,3,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Major/Minor,Economics,D02368102,"국제무역론
(International Trade)","최용제
(Choi Yong-Jae)",이중(부)전공,3,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,Economics,D02368103,"국제무역론
(International Trade)","백화종
(Baek, Hwa Jong)",이중(부)전공,3,3,"수 4 5 6 (-)
(Wed 4 5 6 (-))"
Major/Minor,Economics,D02207101,"미시경제학
(Microeconomics)","이효창
(Lee Hyochang)",이중(부)전공,3,3,"월 4 5 6 (-)
(Mon 4 5 6 (-))"
Major/Minor,Economics,D02464202,"산업조직론
(Theory of Industrial Organization)","정인석
(In Suk Cheong)",이중(부)전공,3,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Economics,D03314103,"중급거시경제학
(Intermediate Macroeconomics)","이용일
(Lee, Yong Il)",이중(부)전공,3,3,"금 1 2 3 (-)
(Fri 1 2 3 (-))"
Major/Minor,Economics,D03314104,"중급거시경제학
(Intermediate Macroeconomics)","오완근
(Wankeun Oh)",이중(부)전공,3,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Economics,D03314105,"중급거시경제학
(Intermediate Macroeconomics)","이용일
(Lee, Yong Il)",이중(부)전공,3,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Major/Minor,Economics,D02208103,"중급미시경제학
(Intermediate Microeconomics)","권주안
(Kwon, Joo An)",이중(부)전공,3,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,Economics,D02208104,"중급미시경제학
(Intermediate Microeconomics)","황정빈
(hwang jung bin)",이중(부)전공,3,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Major/Minor,Economics,D02208105,"중급미시경제학
(Intermediate Microeconomics)","황정빈
(hwang jung bin)",이중(부)전공,3,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,Economics,D02305102,"금융계량경제학
(Financial Econometrics)","민충기
(Min, Chung-ki)",이중(부)전공,4,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Major/Minor,Economics,D02364102,"재무경제학
(Financial Economics)",(-),이중(부)전공,4,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Major/Minor,Economics,D02366102,"조세론
(Theory of Tax)","곽창규
(Kwag, Chang-gyu)",이중(부)전공,4,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Advertising·Public Relations·Branding,C03309201,"PR사례연구
(Case Studies in PR)","박건희
(Park, Geonhee)",전공,2,3,"월 4 5 6 (-)
(Mon 4 5 6 (-))"
Major/Minor,Advertising·Public Relations·Branding,C03280101,"광고캠페인전략론
( Advertising Campaign Strategies)","정윤재
(Yunjae Cheong)",전공,2,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,Advertising·Public Relations·Branding,C05226101,"디지털마케팅커뮤니케이션
(Digital Marketing Communication)","이효복
(LEE HYOBOK)",전공,2,3,"금 4 5 6 (-)
(Fri 4 5 6 (-))"
Major/Minor,Advertising·Public Relations·Branding,C03286101,"브랜드의이해
(Introduction to brand management)","허웅
(Woong Hur)",전공,2,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Major/Minor,Advertising·Public Relations·Branding,C03286102,"브랜드의이해
(Introduction to brand management)","오주연
(Oh Joo yeon)",전공,2,3,"금 4 5 6 (-)
(Fri 4 5 6 (-))"
Major/Minor,Advertising·Public Relations·Branding,C03310201,"PR전략과캠페인
(PR Strategies & Campaigns)","박건희
(Park, Geonhee)",전공,3,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Advertising·Public Relations·Branding,C04498101,"통합마케팅커뮤니케이션
(Integrated Marketing Communication)","최지윤
(Jiyoon Choi)",전공,3,3,"수 4 5 6 (-)
(Wed 4 5 6 (-))"
Major/Minor,Advertising·Public Relations·Branding,C03481101,"P.R커뮤니케이션세미나
(Seminar in Public Relations)","이유나
(Yunna Rhee)",전공,4,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Major/Minor,Advertising·Public Relations·Branding,C04346301,"문화와소비자행동
(Culture and Consumer Behavior)","김선진
(Kim soun jin)",전공,4,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Advertising·Public Relations·Branding,C04487201,"전략적브랜드관리
(Strategic Brand Management)","이효복
(LEE HYOBOK)",전공,4,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,Education,V43253103,"상업정보교재연구및지도법
(Commercial Textbook Studies & Teaching Methods)","김미정
(MI JUNG KIM)",부전공,3,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Major/Minor,Education,V43201203,"외국어교과교육론
(Theory and Practice in FLT)","홍지윤
(Ji-yoon Hong)",부전공,3,3,"화 4 5 6 (-)
(Tue 4 5 6 (-))"
Major/Minor,Education,V43203203,"외국어교재연구및지도법
(Materials Development and Teaching Methods in FLT)","박국정
(Park, KookJeong)",부전공,3,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Education,V43501103,"외국어논리및논술
(Logical Thinking and Writing in Foreign Language)","오경애
(Oh, Kyung-Ae)",부전공,3,2,"화 1 2 (-)
(Tue 1 2 (-))"
Major/Minor,Education,V43254101,"교육봉사
(Education volunteering)","김사훈
(Sahoon H. Kim)",교직,2,2,"월 1 2 (-)
(Mon 1 2 (-))"
Major/Minor,Education,E11301101,"교육심리
(Educational Psychology)","유숙경
(Sukkyung You)",교직,2,2,"화 5 6 (-)
(Tue 5 6 (-))"
Major/Minor,Education,E11301102,"교육심리
(Educational Psychology)","유숙경
(Sukkyung You)",교직,2,2,"화 7 8 (-)
(Tue 7 8 (-))"
Major/Minor,Education,E11202101,"교육철학및교육사
(Introduction to Philosophy & History of Education)","나일수
(Na Il S00)",교직,2,2,"화 7 8 (-)
(Tue 7 8 (-))"
Major/Minor,Education,E11205101,"인간과교육
(Human & Education)","박선환
(Park Sun Hwan)",교직,2,2,"화 5 6 (-)
(Tue 5 6 (-))"
Major/Minor,Education,E11205103,"인간과교육
(Human & Education)","박선환
(Park Sun Hwan)",교직,2,2,"화 7 8 (-)
(Tue 7 8 (-))"
Major/Minor,Education,V43407301,"교육과정
(Curriculum Studies)","김사훈
(Sahoon H. Kim)",교직,3,2,"월 3 4 (-)
(Mon 3 4 (-))"
Major/Minor,Education,V43407302,"교육과정
(Curriculum Studies)","김사훈
(Sahoon H. Kim)",교직,3,2,"월 5 6 (-)
(Mon 5 6 (-))"
Major/Minor,Education,E11304101,"교육방법및교육공학
(Educational Methods & Technology)",(-),교직,3,2,"수 3 4 (-)
(Wed 3 4 (-))"
Major/Minor,Education,E11304103,"교육방법및교육공학
(Educational Methods & Technology)",(-),교직,3,2,"수 5 6 (-)
(Wed 5 6 (-))"
Major/Minor,Education,E11302301,"교육평가
(Educational Evaluation)","김신영
(Kim Shin Young)",교직,3,2,"월 7 8 (-)
(Mon 7 8 (-))"
Major/Minor,Education,E11315101,"특수교육의이해
(Understanding of Special Education)","강성리
(Kang, Seong-ri)",교직,3,2,"월 3 4 (-)
(Mon 3 4 (-))"
Major/Minor,Education,E11315102,"특수교육의이해
(Understanding of Special Education)","강성리
(Kang, Seong-ri)",교직,3,2,"월 5 6 (-)
(Mon 5 6 (-))"
Major/Minor,Education,E11315104,"특수교육의이해
(Understanding of Special Education)","강성리
(Kang, Seong-ri)",교직,3,2,"월 7 8 (-)
(Mon 7 8 (-))"
Major/Minor,Education,E11456101,"학교폭력예방및학생의이해
(School Violence Prevention and Understanding of Student)","유숙경
(Sukkyung You)",교직,3,2,"목 5 6 (-)
(Thu 5 6 (-))"
Major/Minor,Education,E11456102,"학교폭력예방및학생의이해
(School Violence Prevention and Understanding of Student)","유숙경
(Sukkyung You)",교직,3,2,"목 7 8 (-)
(Thu 7 8 (-))"
Major/Minor,Education,E11453101,"교육사회학
(Educational Sociology)","전재은
(Jae-Eun Jon )",교직,4,2,"수 3 4 (-)
(Wed 3 4 (-))"
Major/Minor,Education,E11453102,"교육사회학
(Educational Sociology)","전재은
(Jae-Eun Jon )",교직,4,2,"수 7 8 (-)
(Wed 7 8 (-))"
Major/Minor,Education,E11405101,"교육행정및학교경영
(Education Administration & School Management)","김상돈
(Kim, Sang Don)",교직,4,2,"월 9 10 (-)
(Mon 9 10 (-))"
Major/Minor,Education,E11405103,"교육행정및학교경영
(Education Administration & School Management)","김상돈
(Kim, Sang Don)",교직,4,2,"화 9 10 (-)
(Tue 9 10 (-))"
Major/Minor,Education,E11311101,"교직실무
(Practical Work in School)","이석록
(Lee seok lok)",교직,4,2,"수 1 2 (-)
(Wed 1 2 (-))"
Major/Minor,Education,E11311103,"교직실무
(Practical Work in School)","이석록
(Lee seok lok)",교직,4,2,"수 3 4 (-)
(Wed 3 4 (-))"
Major/Minor,National Leader,G03203101,"범죄와수사
(Criminal and Criminal Investigation)","정한중
(Jung, Han Joong)",이중(부)전공,2,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Major/Minor,National Leader,G03204101,"범죄와형벌II
(Criminal Offense and Penalty II)","곽상욱
(-)",이중(부)전공,2,3,"금 1 2 3 (-)
(Fri 1 2 3 (-))"
Major/Minor,National Leader,G03477101,"법의해석과적용
(Interpretation and Application of Law)","김학태
(KIM, HAK-TAI)",이중(부)전공,2,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,National Leader,G03479201,"부동산과규범
(Real Estate and Law)","박영복
(Young Bok Park)",이중(부)전공,2,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Major/Minor,National Leader,G03476101,"상인의활동과지위
(Commercial Activities and their Regulations)","안수현
(Soo Hyun Ahn)",이중(부)전공,2,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Major/Minor,National Leader,G10420101,"국가조직과법질서
(Institutions of State)","강명원
(Kang Myoung Won)",이중(부)전공,3,3,"화 4 5 6 (-)
(Tue 4 5 6 (-))"
Major/Minor,National Leader,G03303301,"국제관계의규율
(Rules in International Relations)","조정현
(Jung-hyun Cho)",이중(부)전공,3,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,National Leader,G03306101,"기업지배구조와법
(Corporate Governance Law)","윤승영
(Seung Young Yoon)",이중(부)전공,3,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,National Leader,G03305101,"법률영어
(English for Legal Studies)",Marguerite Yunmie Kim,이중(부)전공,3,3,"월 4 5 6 (-)
(Mon 4 5 6 (-))"
Major/Minor,National Leader,G03484101,"증권적채권과법
(Bonds and Law)",(-),이중(부)전공,3,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Major/Minor,National Leader,G03483101,"채권의발생과실현
(Establishment and Realization of Credit)","장보은
(Chang Boeun)",이중(부)전공,3,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Major/Minor,National Leader,G03304101,"행정과권리
(Administration and Public Right)","김호정
(Kim Ho Jeong)",이중(부)전공,3,3,"수 4 5 6 (-)
(Wed 4 5 6 (-))"
Major/Minor,National Leader,G03417101,"사적권리의실현
(Realization of Private Right)","계경문
(Kye, Kyoung Moon)",이중(부)전공,4,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Department of International Economics and Law,C01324503,Introduction to International Law,"남수진
(Soojin Nam)",전공,1,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Major/Minor,Department of International Economics and Law,C01324504,Introduction to International Law,"남수진
(Soojin Nam)",전공,1,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,Department of International Economics and Law,D01102F03,Principles of Economics (2),"김장열
(Jang Ryoul Kim)",전공,1,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Department of International Economics and Law,D01102F04,Principles of Economics (2),"김문희
(KIM MOON HEE)",전공,1,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Major/Minor,Department of International Economics and Law,F05214D03,Statistics,"전병힐
(Byung-hill Jun)",전공,1,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Major/Minor,Department of International Economics and Law,F05214D04,Statistics,"전병힐
(Byung-hill Jun)",전공,1,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Department of International Economics and Law,D02352603,International Balance of Payments,"김장열
(Jang Ryoul Kim)",전공,2,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Department of International Economics and Law,D02352604,International Balance of Payments,"김장열
(Jang Ryoul Kim)",전공,2,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Major/Minor,Department of International Economics and Law,D01232203,International Contract Law,"남수진
(Soojin Nam)",전공,2,3,"월 4 5 6 (-)
(Mon 4 5 6 (-))"
Major/Minor,Department of International Economics and Law,D01232204,International Contract Law,Sherif Heikal,전공,2,3,"수 4 5 6 (-)
(Wed 4 5 6 (-))"
Major/Minor,Department of International Economics and Law,D02357403,International Trade Theory,"임기영
(Lim, Gieyoung)",전공,2,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Major/Minor,Department of International Economics and Law,D02357404,International Trade Theory,"임기영
(Lim, Gieyoung)",전공,2,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Department of International Economics and Law,D02369201,Law & Economics,"이미영
(Miyoung Lee)",전공,3,3,"금 4 5 6 (-)
(Fri 4 5 6 (-))"
Major/Minor,Department of International Economics and Law,D02369202,Law & Economics,"최요섭
(Yo Sop Choi)",전공,3,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Department of International Economics and Law,D01384101,International Investment Law,"Yoon Soo Kim
(-)",전공,4,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Major/Minor,Department of International Economics and Law,D01484101,Legal Aspects of International Business,"이광은
(Gwang Eun Lee)",전공,4,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Major/Minor,Department of International Economics and Law,D01458101,Public Finance and International Taxation,"박상원
(Park, Sangwon)",전공,4,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
